Invoice,Chk/Ref,Type,Order,Customer,Amount,Date,Due Date,Paid Date
148571,0,Invoices,S031605,Cust3,437.00,11/28/2011,12/28/2011,2/8/2012
148573,0,Invoices,S031662,Cust3,257.00,11/28/2011,12/28/2011,2/8/2012
148574,0,Invoices,S031663,Cust3,652.00,11/28/2011,12/28/2011,2/8/2012
148575,0,Invoices,S031664,Cust3,"1,268.00",11/28/2011,12/28/2011,2/8/2012
148576,0,Invoices,S031685,Cust3,841.00,11/28/2011,12/28/2011,2/8/2012
148577,0,Invoices,S031687,Cust3,205.50,11/28/2011,12/28/2011,2/8/2012
148599,0,Invoices,,Cust3,100.00,11/30/2011,11/30/2011,2/8/2012
148600,0,Invoices,,Cust3,712.50,11/30/2011,11/30/2011,2/8/2012
148623,0,Invoices,S031388,Cust3,"19,964.00",11/30/2011,12/30/2011,2/8/2012
148637,0,Invoices,S031583,Cust3,"8,950.00",12/1/2011,12/31/2011,2/8/2012
148656,0,Invoices,S031688,Cust3,"1,453.00",12/5/2011,1/4/2012,2/21/2012
148662,0,Invoices,S031837,Cust3,50.00,12/5/2011,1/4/2012,2/21/2012
148672,0,Invoices,S031585,Cust3,365.00,12/6/2011,1/5/2012,2/21/2012
148718,0,Invoices,S031684,Cust3,"2,316.00",12/8/2011,1/7/2012,2/21/2012
148757,0,Invoices,S031708,Cust3,"5,209.00",12/12/2011,1/11/2012,2/21/2012
148758,0,Invoices,S031738,Cust3,601.00,12/12/2011,1/11/2012,2/21/2012
148760,0,Invoices,S031778,Cust3,"2,314.00",12/12/2011,1/11/2012,2/21/2012
148762,0,Invoices,S031795,Cust3,694.00,12/12/2011,1/11/2012,2/21/2012
148808,0,Invoices,S031747,Cust3,"1,184.00",12/15/2011,1/14/2012,2/21/2012
148809,0,Invoices,S031789,Cust3,"8,972.00",12/15/2011,1/14/2012,2/21/2012
148810,0,Invoices,S031794,Cust3,"2,055.00",12/15/2011,1/14/2012,2/21/2012
148811,0,Invoices,S031810,Cust3,725.00,12/15/2011,1/14/2012,2/21/2012
148812,0,Invoices,S031812,Cust3,256.00,12/15/2011,1/14/2012,2/21/2012
148814,0,Invoices,S031921,Cust3,421.00,12/15/2011,1/14/2012,2/21/2012
148828,0,Invoices,S031497,Cust3,606.00,12/19/2011,1/18/2012,3/22/2012
148836,0,Invoices,S031774,Cust3,"3,204.00",12/19/2011,1/18/2012,3/22/2012
148851,0,Invoices,S031714,Cust3,165.50,12/20/2011,1/19/2012,3/22/2012
148854,0,Invoices,S031784,Cust3,"1,905.00",12/20/2011,1/19/2012,3/22/2012
148855,0,Invoices,S031801,Cust3,792.00,12/20/2011,1/19/2012,3/22/2012
148858,0,Invoices,S031922,Cust3,223.00,12/20/2011,1/19/2012,3/22/2012
148859,0,Invoices,S031961,Cust3,25.00,12/20/2011,1/19/2012,3/22/2012
148945,0,Invoices,S031744,Cust3,"1,099.00",12/29/2011,1/28/2012,3/22/2012
148947,0,Invoices,S031977,Cust3,340.00,12/29/2011,1/28/2012,3/22/2012
148962,0,Invoices,S032022,Cust3,96.25,12/30/2011,1/29/2012,3/22/2012
148966,0,Invoices,,Cust3,100.00,12/30/2011,12/30/2011,3/22/2012
149014,0,Invoices,S031802,Cust3,"8,820.00",1/6/2012,2/5/2012,3/22/2012
149018,0,Invoices,S031934,Cust3,"1,490.00",1/6/2012,2/5/2012,3/22/2012
149044,0,Invoices,S032065,Cust3,204.00,1/9/2012,2/8/2012,3/22/2012
149052,0,Invoices,S031968,Cust3,367.00,1/10/2012,2/9/2012,3/22/2012
149053,0,Invoices,S031988,Cust3,486.00,1/10/2012,2/9/2012,3/22/2012
149054,0,Invoices,S032010,Cust3,"1,917.00",1/10/2012,2/9/2012,3/22/2012
149087,0,Invoices,S031969,Cust3,467.50,1/12/2012,2/11/2012,4/9/2012
149088,0,Invoices,S031978,Cust3,457.00,1/12/2012,2/11/2012,4/9/2012
149089,0,Invoices,S032000,Cust3,300.00,1/12/2012,2/11/2012,4/9/2012
149093,0,Invoices,S032079,Cust3,180.00,1/12/2012,2/11/2012,4/9/2012
149099,0,Invoices,S032117,Cust3,90.00,1/13/2012,2/12/2012,4/9/2012
149111,0,Invoices,S031967,Cust3,"3,083.00",1/16/2012,2/15/2012,4/9/2012
149113,0,Invoices,S031999,Cust3,840.00,1/16/2012,2/15/2012,4/9/2012
149126,0,Invoices,S032009,Cust3,575.00,1/17/2012,2/16/2012,4/9/2012
149128,0,Invoices,S032120,Cust3,50.00,1/17/2012,2/16/2012,4/9/2012
149130,0,Invoices,S032139,Cust3,725.00,1/17/2012,2/16/2012,4/9/2012
149131,0,Invoices,S032140,Cust3,122.50,1/17/2012,2/16/2012,4/9/2012
149135,0,Invoices,S031766,Cust3,"7,302.00",1/18/2012,2/17/2012,4/9/2012
149138,0,Invoices,S032153,Cust3,180.00,1/18/2012,2/17/2012,4/9/2012
149161,0,Invoices,S031696,Cust3,450.00,1/20/2012,2/19/2012,4/9/2012
149162,0,Invoices,S031496,Cust3,"6,428.00",1/20/2012,2/19/2012,4/9/2012
149197,0,Invoices,S032056,Cust3,"5,688.00",1/24/2012,2/23/2012,4/9/2012
149199,0,Invoices,S032157,Cust3,115.00,1/24/2012,2/23/2012,4/9/2012
149214,0,Invoices,S032218,Cust3,50.00,1/25/2012,2/24/2012,4/9/2012
149272,0,Invoices,S032118,Cust3,50.00,1/30/2012,2/29/2012,4/9/2012
149274,0,Invoices,S032154,Cust3,"2,834.00",1/30/2012,2/29/2012,4/9/2012
149284,0,Invoices,S032155,Cust3,"2,259.00",1/31/2012,3/1/2012,4/9/2012
149289,0,Invoices,,Cust3,100.00,1/31/2012,1/31/2012,4/9/2012
149290,0,Invoices,,Cust3,306.25,1/31/2012,1/31/2012,4/9/2012
149291,0,Invoices,,Cust3,"1,800.00",1/31/2012,1/31/2012,4/9/2012
149324,0,Invoices,S032128,Cust3,679.00,2/2/2012,3/3/2012,4/30/2012
149325,0,Invoices,S032226,Cust3,178.00,2/2/2012,3/3/2012,4/30/2012
149337,0,Invoices,S032196,Cust3,"1,005.50",2/3/2012,3/4/2012,4/30/2012
149339,0,Invoices,S032281,Cust3,50.00,2/3/2012,3/4/2012,4/30/2012
149354,0,Invoices,S031986,Cust3,483.00,2/6/2012,3/7/2012,4/30/2012
149355,0,Invoices,S032001,Cust3,"5,370.00",2/6/2012,3/7/2012,4/30/2012
149356,0,Invoices,S032138,Cust3,"13,000.00",2/6/2012,3/7/2012,4/30/2012
149357,0,Invoices,S032197,Cust3,"1,005.50",2/6/2012,3/7/2012,4/30/2012
149359,0,Invoices,S032277,Cust3,85.00,2/6/2012,3/7/2012,4/30/2012
149364,0,Invoices,S032198,Cust3,112.50,2/7/2012,3/8/2012,5/14/2012
149486,0,Invoices,S032030,Cust3,783.00,2/16/2012,3/17/2012,5/14/2012
149488,0,Invoices,S032386,Cust3,450.00,2/16/2012,3/17/2012,5/14/2012
149501,0,Invoices,S032263,Cust3,"1,440.00",2/17/2012,3/18/2012,5/14/2012
149502,0,Invoices,S032266,Cust3,420.00,2/17/2012,3/18/2012,5/14/2012
149544,0,Invoices,S032282,Cust3,993.00,2/23/2012,3/24/2012,5/14/2012
149546,0,Invoices,S032304,Cust3,583.00,2/23/2012,3/24/2012,5/14/2012
149561,0,Invoices,S032271,Cust3,"3,120.00",2/24/2012,3/25/2012,5/14/2012
149564,0,Invoices,S032359,Cust3,559.00,2/24/2012,3/25/2012,5/14/2012
149583,0,Invoices,S032252,Cust3,"7,698.00",2/27/2012,3/28/2012,5/14/2012
149634,0,Invoices,S032216,Cust3,"1,905.00",2/29/2012,3/30/2012,5/14/2012
149635,0,Invoices,S032345,Cust3,704.00,2/29/2012,3/30/2012,5/14/2012
149644,0,Invoices,,Cust3,843.75,2/29/2012,2/29/2012,5/14/2012
149645,0,Invoices,,Cust3,100.00,2/29/2012,2/29/2012,5/14/2012
149662,0,Invoices,S032269,Cust3,858.00,3/2/2012,4/1/2012,6/4/2012
149677,0,Invoices,S032518,Cust3,142.50,3/2/2012,4/1/2012,6/4/2012
149697,0,Invoices,S032581,Cust3,50.00,3/5/2012,4/4/2012,6/4/2012
149705,0,Invoices,S032592,Cust3,50.00,3/6/2012,4/5/2012,6/4/2012
149753,0,Invoices,S032583,Cust3,50.00,3/8/2012,4/7/2012,6/4/2012
149799,0,Invoices,S032616,Cust3,50.00,3/12/2012,4/11/2012,6/4/2012
149800,0,Invoices,S032483,Cust3,170.00,3/13/2012,4/12/2012,6/4/2012
149812,0,Invoices,S032572,Cust3,375.00,3/14/2012,4/13/2012,6/4/2012
149836,0,Invoices,S032450,Cust3,135.00,3/15/2012,4/14/2012,6/4/2012
149895,0,Invoices,S032530,Cust3,313.00,3/19/2012,4/18/2012,6/4/2012
149898,0,Invoices,S032628,Cust3,171.50,3/19/2012,4/18/2012,6/4/2012
149928,0,Invoices,S032335,Cust3,"5,515.00",3/21/2012,4/20/2012,6/22/2012
149939,0,Invoices,S032603,Cust3,159.50,3/22/2012,4/21/2012,6/22/2012
149974,0,Invoices,S032524,Cust3,"5,697.00",3/26/2012,4/25/2012,6/22/2012
149976,0,Invoices,S032642,Cust3,"1,832.00",3/26/2012,4/25/2012,6/22/2012
149987,0,Invoices,S032540,Cust3,322.00,3/28/2012,4/27/2012,6/22/2012
149990,0,Invoices,S032578,Cust3,367.00,3/28/2012,4/27/2012,6/22/2012
150009,0,Invoices,S032598,Cust3,658.00,3/29/2012,4/28/2012,6/22/2012
150010,0,Invoices,S032608,Cust3,"10,295.00",3/29/2012,4/28/2012,6/22/2012
150011,0,Invoices,S032630,Cust3,"1,278.00",3/29/2012,4/28/2012,6/22/2012
150012,0,Invoices,S032631,Cust3,"1,560.00",3/29/2012,4/28/2012,6/22/2012
150030,0,Invoices,,Cust3,100.00,3/31/2012,3/31/2012,7/18/2012
150031,0,Invoices,,Cust3,393.75,3/31/2012,3/31/2012,7/18/2012
150043,0,Invoices,S032606,Cust3,"4,966.00",3/30/2012,4/29/2012,7/2/2012
150073,0,Invoices,S032629,Cust3,"1,845.00",4/2/2012,5/2/2012,7/2/2012
150104,0,Invoices,S032632,Cust3,"1,254.00",4/5/2012,5/5/2012,7/2/2012
150105,0,Invoices,S032752,Cust3,"1,002.00",4/5/2012,5/5/2012,7/2/2012
150130,0,Invoices,S032655,Cust3,320.00,4/10/2012,5/10/2012,7/2/2012
150145,0,Invoices,S032712,Cust3,"2,091.00",4/11/2012,5/11/2012,7/2/2012
150213,0,Invoices,S032679,Cust3,"5,055.00",4/17/2012,5/17/2012,7/18/2012
150228,0,Invoices,S032901,Cust3,275.00,4/18/2012,5/18/2012,7/18/2012
150235,0,Invoices,S032917,Cust3,77.00,4/19/2012,5/19/2012,7/18/2012
150279,0,Invoices,S032746,Cust3,"5,559.00",4/23/2012,5/23/2012,7/18/2012
150281,0,Invoices,S032758,Cust3,329.00,4/23/2012,5/23/2012,7/18/2012
150282,0,Invoices,S032774,Cust3,"1,880.00",4/23/2012,5/23/2012,7/18/2012
150284,0,Invoices,S032855,Cust3,"1,125.00",4/23/2012,5/23/2012,7/18/2012
150285,0,Invoices,S032856,Cust3,"3,015.00",4/23/2012,5/23/2012,7/18/2012
150312,0,Invoices,S032983,Cust3,50.00,4/24/2012,5/24/2012,7/18/2012
150323,0,Invoices,S032745,Cust3,554.00,4/25/2012,5/25/2012,7/18/2012
150403,0,Invoices,S032815,Cust3,"1,998.00",4/30/2012,5/30/2012,7/18/2012
150415,0,Invoices,,Cust3,306.25,4/30/2012,4/30/2012,7/18/2012
150416,0,Invoices,,Cust3,100.00,4/30/2012,4/30/2012,7/18/2012
150421,0,Invoices,S032841,Cust3,"1,063.00",5/1/2012,5/31/2012,7/18/2012
150424,0,Invoices,S032918,Cust3,682.00,5/1/2012,5/31/2012,7/18/2012
150447,0,Invoices,S032843,Cust3,"1,914.00",5/3/2012,6/2/2012,7/18/2012
150448,0,Invoices,S032865,Cust3,400.00,5/3/2012,6/2/2012,7/18/2012
150472,0,Invoices,S032810,Cust3,"1,366.00",5/4/2012,6/3/2012,7/18/2012
150473,0,Invoices,S032826,Cust3,623.00,5/4/2012,6/3/2012,7/18/2012
150474,0,Invoices,S032870,Cust3,97.00,5/4/2012,6/3/2012,7/18/2012
150477,0,Invoices,S032943,Cust3,875.00,5/4/2012,6/3/2012,7/18/2012
150481,0,Invoices,S033009,Cust3,200.00,5/4/2012,6/3/2012,7/18/2012
150493,0,Invoices,S032845,Cust3,116.00,5/7/2012,6/6/2012,7/18/2012
150522,0,Invoices,S032957,Cust3,622.00,5/9/2012,6/8/2012,7/18/2012
150535,0,Invoices,S032970,Cust3,949.00,5/10/2012,6/9/2012,7/18/2012
150615,0,Invoices,S033039,Cust3,"2,637.00",5/17/2012,6/16/2012,8/22/2012
150622,0,Invoices,S033223,Cust3,51.50,5/17/2012,6/16/2012,8/22/2012
150659,0,Invoices,S033213,Cust3,90.00,5/21/2012,6/20/2012,8/22/2012
150701,0,Invoices,S033100,Cust3,633.00,5/22/2012,6/21/2012,8/22/2012
150707,0,Invoices,S033154,Cust3,231.00,5/22/2012,6/21/2012,8/22/2012
150728,0,Invoices,S033011,Cust3,"5,478.00",5/23/2012,6/22/2012,8/22/2012
150729,0,Invoices,S033020,Cust3,"1,458.00",5/23/2012,6/22/2012,8/22/2012
150772,0,Invoices,S033099,Cust3,655.00,5/25/2012,6/24/2012,8/22/2012
150806,0,Invoices,S033090,Cust3,245.00,5/30/2012,6/29/2012,8/22/2012
150839,0,Invoices,S033088,Cust3,"1,518.00",5/31/2012,6/30/2012,8/22/2012
150848,0,Invoices,,Cust3,100.00,5/31/2012,5/31/2012,8/22/2012
150849,0,Invoices,,Cust3,"1,200.00",5/31/2012,5/31/2012,8/22/2012
150853,0,Invoices,S033311,Cust3,731.00,6/1/2012,7/1/2012,8/22/2012
150854,0,Invoices,S033346,Cust3,50.00,6/1/2012,7/1/2012,8/22/2012
150855,0,Invoices,S033347,Cust3,50.00,6/1/2012,7/1/2012,8/22/2012
150878,0,Invoices,S033091,Cust3,"3,708.00",6/5/2012,7/5/2012,8/22/2012
150880,0,Invoices,S033169,Cust3,789.00,6/5/2012,7/5/2012,8/22/2012
150882,0,Invoices,S033244,Cust3,"1,059.00",6/5/2012,7/5/2012,8/22/2012
150883,0,Invoices,S033249,Cust3,206.50,6/5/2012,7/5/2012,8/22/2012
150894,0,Invoices,S033228,Cust3,420.00,6/4/2012,7/4/2012,8/22/2012
150906,0,Invoices,S033167,Cust3,"1,211.00",6/5/2012,7/5/2012,8/22/2012
150907,0,Invoices,S033181,Cust3,639.00,6/5/2012,7/5/2012,8/22/2012
150911,0,Invoices,S033241,Cust3,602.00,6/6/2012,7/6/2012,8/22/2012
150924,0,Invoices,S033051,Cust3,"12,305.00",6/7/2012,7/7/2012,8/22/2012
150980,0,Invoices,S033180,Cust3,"9,009.00",6/12/2012,7/12/2012,9/12/2012
150981,0,Invoices,S033209,Cust3,"1,006.00",6/12/2012,7/12/2012,9/12/2012
151003,0,Invoices,S033398,Cust3,50.00,6/15/2012,7/15/2012,9/12/2012
151046,0,Invoices,S033414,Cust3,161.50,6/15/2012,7/15/2012,9/12/2012
151063,0,Invoices,S033384,Cust3,50.00,6/18/2012,7/18/2012,9/12/2012
151084,0,Invoices,S033446,Cust3,"2,430.00",6/20/2012,7/20/2012,9/12/2012
151085,0,Invoices,S033414,Cust3,140.00,6/20/2012,7/20/2012,9/12/2012
151086,0,Invoices,S033310,Cust3,890.00,6/20/2012,7/20/2012,9/12/2012
151115,0,Invoices,S033563,Cust3,50.00,6/21/2012,7/21/2012,9/12/2012
151192,0,Invoices,S033358,Cust3,"6,514.00",6/27/2012,7/27/2012,9/12/2012
151193,0,Invoices,S033375,Cust3,667.00,6/27/2012,7/27/2012,9/12/2012
151224,0,Invoices,S033372,Cust3,"1,034.00",6/28/2012,7/28/2012,9/12/2012
151225,0,Invoices,S033374,Cust3,614.00,6/28/2012,7/28/2012,9/12/2012
151226,0,Invoices,S033377,Cust3,"2,400.00",6/28/2012,7/28/2012,9/12/2012
151227,0,Invoices,S033443,Cust3,"6,447.00",6/28/2012,7/28/2012,9/12/2012
151228,0,Invoices,S033488,Cust3,231.50,6/28/2012,7/28/2012,9/12/2012
151247,0,Invoices,S033484,Cust3,"1,706.00",6/29/2012,7/29/2012,9/12/2012
151260,0,Invoices,S033450,Cust3,780.00,6/29/2012,7/29/2012,9/12/2012
151270,0,Invoices,,Cust3,100.00,6/30/2012,6/30/2012,9/12/2012
151311,0,Invoices,S033644,Cust3,50.00,7/3/2012,8/2/2012,9/12/2012
151327,0,Invoices,S033373,Cust3,"1,587.00",7/6/2012,8/5/2012,9/12/2012
151366,0,Invoices,S033437,Cust3,881.00,7/9/2012,8/8/2012,10/4/2012
151411,0,Invoices,S033431,Cust3,"4,815.00",7/11/2012,8/10/2012,10/4/2012
151422,0,Invoices,S033431,Cust3,0.00,7/11/2012,7/11/2012,10/4/2012
151451,0,Invoices,S033383,Cust3,523.00,7/13/2012,8/12/2012,10/4/2012
151468,0,Invoices,S033453,Cust3,"1,803.00",7/16/2012,8/15/2012,10/4/2012
151486,0,Invoices,S033505,Cust3,"3,012.00",7/17/2012,8/16/2012,10/4/2012
151489,0,Invoices,S033571,Cust3,506.00,7/17/2012,8/16/2012,10/4/2012
151552,0,Invoices,S033810,Cust3,32.00,7/19/2012,8/18/2012,10/4/2012
151573,0,Invoices,S033767,Cust3,744.00,7/20/2012,8/19/2012,10/4/2012
151574,0,Invoices,S033776,Cust3,150.50,7/20/2012,8/19/2012,10/4/2012
151670,0,Invoices,S033766,Cust3,95.00,7/27/2012,8/26/2012,10/4/2012
151673,0,Invoices,S033852,Cust3,50.00,7/27/2012,8/26/2012,10/4/2012
151682,0,Invoices,S033546,Cust3,886.00,7/30/2012,8/29/2012,10/4/2012
151686,0,Invoices,S033745,Cust3,445.00,7/30/2012,8/29/2012,11/9/2012
151713,0,Invoices,S033618,Cust3,"4,702.00",7/31/2012,8/30/2012,10/4/2012
151721,0,Invoices,,Cust3,100.00,7/31/2012,7/31/2012,10/4/2012
151722,0,Invoices,,Cust3,306.25,7/31/2012,7/31/2012,10/4/2012
151723,0,Invoices,,Cust3,"1,162.50",7/31/2012,7/31/2012,10/4/2012
151747,0,Invoices,S033567,Cust3,"4,599.00",8/2/2012,9/1/2012,10/4/2012
151748,0,Invoices,S033572,Cust3,330.00,8/2/2012,9/1/2012,10/4/2012
151750,0,Invoices,S033641,Cust3,"2,837.00",8/2/2012,9/1/2012,10/4/2012
151751,0,Invoices,S033672,Cust3,"7,272.00",8/2/2012,9/1/2012,10/4/2012
151753,0,Invoices,S033753,Cust3,"4,110.00",8/2/2012,9/1/2012,10/4/2012
151754,0,Invoices,S033777,Cust3,201.50,8/2/2012,9/1/2012,10/4/2012
151756,0,Invoices,S033811,Cust3,59.00,8/2/2012,9/1/2012,10/4/2012
151757,0,Invoices,S033858,Cust3,190.00,8/2/2012,9/1/2012,10/4/2012
151758,0,Invoices,S033896,Cust3,314.00,8/2/2012,9/1/2012,10/4/2012
151771,0,Invoices,S033794,Cust3,150.00,8/3/2012,9/2/2012,10/4/2012
151772,0,Invoices,S033898,Cust3,705.00,8/3/2012,9/2/2012,10/4/2012
151803,0,Invoices,S033751,Cust3,593.00,8/7/2012,9/6/2012,10/4/2012
151805,0,Invoices,S034002,Cust3,257.00,8/7/2012,9/6/2012,10/4/2012
151881,0,Invoices,S033749,Cust3,516.00,8/13/2012,9/12/2012,10/17/2012
151882,0,Invoices,S033750,Cust3,516.00,8/13/2012,9/12/2012,10/17/2012
151887,0,Invoices,S034025,Cust3,26.00,8/13/2012,9/12/2012,10/4/2012
151916,0,Invoices,S033752,Cust3,"1,791.00",8/16/2012,9/15/2012,10/17/2012
151918,0,Invoices,S033770,Cust3,997.00,8/16/2012,9/15/2012,10/17/2012
151919,0,Invoices,S033808,Cust3,"1,575.00",8/16/2012,9/15/2012,10/17/2012
151962,0,Invoices,S033809,Cust3,"1,650.00",8/21/2012,9/20/2012,10/17/2012
151964,0,Invoices,S033928,Cust3,354.00,8/21/2012,9/20/2012,10/17/2012
151965,0,Invoices,S033929,Cust3,602.00,8/21/2012,9/20/2012,10/17/2012
151966,0,Invoices,S033931,Cust3,"1,039.00",8/21/2012,9/20/2012,10/17/2012
151984,0,Invoices,S033916,Cust3,380.00,8/21/2012,9/20/2012,10/17/2012
152021,0,Invoices,S033897,Cust3,553.00,8/23/2012,9/22/2012,10/17/2012
152022,0,Invoices,S033939,Cust3,"1,949.00",8/23/2012,9/22/2012,10/17/2012
152023,0,Invoices,S034072,Cust3,50.00,8/23/2012,9/22/2012,10/17/2012
152024,0,Invoices,S034073,Cust3,69.00,8/23/2012,9/22/2012,10/17/2012
152026,0,Invoices,S034086,Cust3,100.00,8/23/2012,9/22/2012,10/17/2012
152032,0,Invoices,S033850,Cust3,797.00,8/24/2012,9/23/2012,10/17/2012
152037,0,Invoices,S034024,Cust3,"3,025.00",8/24/2012,9/23/2012,10/17/2012
152055,0,Invoices,S033836,Cust3,"2,910.00",8/27/2012,9/26/2012,10/17/2012
152060,0,Invoices,S034071,Cust3,"1,446.00",8/27/2012,9/26/2012,10/17/2012
152074,0,Invoices,S032844,Cust3,"2,715.00",8/28/2012,9/27/2012,10/17/2012
152088,0,Invoices,S033871,Cust3,"14,000.00",8/30/2012,9/29/2012,11/9/2012
152091,0,Invoices,S033917,Cust3,254.00,8/30/2012,9/29/2012,11/9/2012
152092,0,Invoices,S033932,Cust3,728.00,8/30/2012,9/29/2012,11/9/2012
152098,0,Invoices,S034107,Cust3,511.50,8/30/2012,9/29/2012,11/9/2012
152101,0,Invoices,S033917,Cust3,82.00,8/29/2012,9/28/2012,11/9/2012
152106,0,Invoices,S034217,Cust3,192.80,8/30/2012,9/29/2012,11/9/2012
152107,0,Invoices,S033943,Cust3,"2,584.50",8/30/2012,9/29/2012,11/9/2012
152121,0,Invoices,S034193,Cust3,50.00,8/31/2012,9/30/2012,11/9/2012
152136,0,Invoices,,Cust3,100.00,8/31/2012,8/31/2012,11/9/2012
152137,0,Invoices,,Cust3,"1,537.50",8/31/2012,8/31/2012,11/9/2012
152160,0,Invoices,S033851,Cust3,122.00,9/5/2012,10/5/2012,11/9/2012
152163,0,Invoices,S033930,Cust3,"10,300.00",9/5/2012,10/5/2012,11/9/2012
152176,0,Invoices,S033995,Cust3,545.00,9/6/2012,10/6/2012,11/9/2012
152177,0,Invoices,S033997,Cust3,558.00,9/6/2012,10/6/2012,11/9/2012
152178,0,Invoices,S034027,Cust3,"1,082.00",9/6/2012,10/6/2012,11/9/2012
152183,0,Invoices,S034161,Cust3,75.00,9/6/2012,10/6/2012,11/9/2012
152203,0,Invoices,S034155,Cust3,65.00,9/7/2012,10/7/2012,11/30/2012
152206,0,Invoices,S034204,Cust3,149.50,9/7/2012,10/7/2012,11/30/2012
152224,0,Invoices,S033938,Cust3,"6,649.00",9/10/2012,10/10/2012,11/30/2012
152225,0,Invoices,S034026,Cust3,728.00,9/10/2012,10/10/2012,11/30/2012
152249,0,Invoices,S034102,Cust3,655.00,9/11/2012,10/11/2012,11/30/2012
152257,0,Invoices,S033938,Cust3,"6,264.00",9/12/2012,10/12/2012,11/30/2012
152258,0,Invoices,S033964,Cust3,"3,315.00",9/12/2012,10/12/2012,11/30/2012
152275,0,Invoices,S034285,Cust3,80.00,9/13/2012,10/13/2012,11/30/2012
152295,0,Invoices,S034033,Cust3,792.00,9/17/2012,10/17/2012,11/30/2012
152327,0,Invoices,S033933,Cust3,"13,323.00",9/19/2012,10/19/2012,11/30/2012
152328,0,Invoices,S033938,Cust3,385.00,9/19/2012,10/19/2012,11/30/2012
152342,0,Invoices,S034030,Cust3,"1,845.00",9/20/2012,10/20/2012,11/30/2012
152343,0,Invoices,S034122,Cust3,100.50,9/20/2012,10/20/2012,11/30/2012
152346,0,Invoices,S034372,Cust3,50.00,9/20/2012,10/20/2012,11/30/2012
152403,0,Invoices,S034031,Cust3,771.00,9/25/2012,10/25/2012,12/13/2012
152404,0,Invoices,S034152,Cust3,614.00,9/25/2012,10/25/2012,12/13/2012
152406,0,Invoices,S034348,Cust3,245.00,9/25/2012,10/25/2012,12/13/2012
152407,0,Invoices,S034385,Cust3,50.00,9/25/2012,10/25/2012,12/13/2012
152419,0,Invoices,S033919,Cust3,"10,089.00",9/26/2012,10/26/2012,12/13/2012
152420,0,Invoices,S034069,Cust3,195.00,9/26/2012,10/26/2012,12/13/2012
152421,0,Invoices,S034229,Cust3,"9,212.00",9/26/2012,10/26/2012,12/13/2012
152452,0,Invoices,S034154,Cust3,"2,800.00",9/28/2012,10/28/2012,12/13/2012
152453,0,Invoices,S034133,Cust3,"2,305.00",9/28/2012,10/28/2012,12/13/2012
152460,0,Invoices,S034032,Cust3,"1,434.00",9/28/2012,10/28/2012,12/13/2012
152464,0,Invoices,,Cust3,881.25,9/28/2012,9/28/2012,12/13/2012
152489,0,Invoices,S034196,Cust3,"2,223.00",10/2/2012,11/1/2012,12/13/2012
152490,0,Invoices,S034292,Cust3,637.00,10/2/2012,11/1/2012,12/13/2012
152492,0,Invoices,S034430,Cust3,70.50,10/2/2012,11/1/2012,12/13/2012
152493,0,Invoices,S034431,Cust3,57.50,10/2/2012,11/1/2012,12/13/2012
152494,0,Invoices,S034441,Cust3,50.00,10/2/2012,11/1/2012,12/13/2012
152539,0,Invoices,S034157,Cust3,"2,015.00",10/5/2012,11/4/2012,12/13/2012
152541,0,Invoices,S034174,Cust3,"2,786.50",10/5/2012,11/4/2012,12/13/2012
152572,0,Invoices,S033982,Cust3,"7,062.00",10/9/2012,11/8/2012,12/13/2012
152579,0,Invoices,S034496,Cust3,50.00,10/9/2012,11/8/2012,12/13/2012
152581,0,Invoices,S034199,Cust3,891.00,10/10/2012,11/9/2012,12/13/2012
152582,0,Invoices,S034230,Cust3,941.00,10/10/2012,11/9/2012,12/13/2012
152607,0,Invoices,S034370,Cust3,817.00,10/11/2012,11/10/2012,12/13/2012
152652,0,Invoices,S034202,Cust3,413.00,10/15/2012,11/14/2012,12/13/2012
152663,0,Invoices,S034227,Cust3,"4,342.00",10/16/2012,11/15/2012,1/14/2013
152667,0,Invoices,S034345,Cust3,"1,415.00",10/16/2012,11/15/2012,1/14/2013
152669,0,Invoices,S034445,Cust3,187.50,10/16/2012,11/15/2012,1/14/2013
152670,0,Invoices,S034446,Cust3,903.50,10/16/2012,11/15/2012,2/4/2013
152686,0,Invoices,S034428,Cust3,355.00,10/17/2012,11/16/2012,1/14/2013
152711,0,Invoices,S034197,Cust3,"1,939.00",10/18/2012,11/17/2012,1/14/2013
152712,0,Invoices,S034538,Cust3,385.00,10/18/2012,11/17/2012,1/14/2013
152726,0,Invoices,S034368,Cust3,131.50,10/19/2012,11/18/2012,1/14/2013
152742,0,Invoices,S034544,Cust3,50.00,10/19/2012,11/18/2012,1/14/2013
152765,0,Invoices,S034332,Cust3,131.00,10/22/2012,11/21/2012,1/14/2013
152766,0,Invoices,S034383,Cust3,185.00,10/22/2012,11/21/2012,1/14/2013
152832,0,Invoices,S034243,Cust3,295.00,10/26/2012,11/25/2012,1/14/2013
152847,0,Invoices,S034347,Cust3,205.00,10/30/2012,11/29/2012,1/14/2013
152850,0,Invoices,S034300,Cust3,837.00,10/31/2012,11/30/2012,1/14/2013
152851,0,Invoices,S034637,Cust3,100.00,10/31/2012,11/30/2012,1/14/2013
152859,0,Invoices,,Cust3,306.25,10/31/2012,10/31/2012,1/14/2013
152865,0,Invoices,,Cust3,618.75,10/31/2012,10/31/2012,1/14/2013
152870,0,Invoices,S034339,Cust3,"1,432.00",11/1/2012,12/1/2012,1/14/2013
